1069.6128	4.274e4
1069.6194	4.398e4
1069.6261	3.550e4
1069.6328	3.546e4
1069.6395	3.567e4
1069.6462	4.233e4
1069.6528	4.219e4
1069.6595	3.742e4
1069.6663	3.718e4
1069.6730	4.724e4
1069.6797	4.101e4
1069.6864	4.217e4
1069.6930	4.135e4
1069.6997	4.731e4
1069.7064	4.036e4
1069.7131	4.679e4
1069.7198	4.585e4
1069.7264	4.992e4
1069.7332	4.846e4
1069.7399	4.890e4
1069.7466	4.663e4
1069.7533	4.437e4
1069.7600	4.646e4
1069.7666	6.291e4
1069.7733	6.339e4
1069.7800	7.248e4
1069.7867	6.964e4
1069.7935	7.322e4
1069.8000	7.618e4
1069.8068	1.033e5
1069.8135	9.038e4
1069.8202	1.032e5
1069.8269	1.067e5
1069.8336	1.067e5
1069.8402	1.082e5
1069.8469	1.042e5
1069.8536	9.014e4
1069.8604	8.425e4
1069.8671	8.108e4
1069.8738	7.634e4
1069.8805	6.786e4
1069.8872	6.460e4
1069.8939	6.184e4
1069.9006	5.425e4
1069.9073	4.814e4
1069.9139	6.053e4
1069.9207	4.298e4
1069.9274	4.841e4
1069.9341	4.340e4
1069.9408	5.087e4
1069.9474	4.107e4
1069.9541	4.332e4
1069.9608	4.613e4
1069.9675	5.964e4
1069.9742	4.363e4
1069.9810	5.258e4
1069.9875	4.353e4
1069.9943	4.412e4
1070.0010	4.519e4
1070.0077	4.850e4
1070.0144	4.749e4
1070.0210	5.574e4
1070.0277	4.381e4
1070.0344	5.067e4
1070.0411	4.686e4
1070.0479	6.501e4
1070.0546	6.064e4
1070.0612	5.433e4
1070.0679	5.035e4
1070.0746	5.820e4
1070.0813	5.988e4
1070.0880	6.886e4
1070.0947	6.637e4
1070.1013	6.480e4
1070.1080	6.813e4
1070.1147	7.681e4
1070.1215	7.745e4
1070.1282	9.207e4
1070.1348	1.015e5
1070.1415	1.223e5
1070.1482	1.326e5
1070.1549	1.455e5
1070.1616	1.351e5
1070.1683	1.355e5
1070.1749	1.220e5
1070.1816	1.174e5
1070.1884	1.124e5
1070.1951	9.578e4
1070.2018	9.030e4
1070.2085	8.949e4
1070.2151	6.294e4
1070.2218	6.518e4
1070.2285	5.768e4
1070.2352	5.736e4
1070.2419	5.605e4
1070.2487	5.270e4
1070.2552	4.725e4
1070.2620	4.942e4
1070.2687	4.137e4
1070.2754	4.849e4
1070.2821	4.425e4
1070.2888	5.110e4
1070.2954	3.912e4
1070.3021	4.003e4
1070.3088	4.761e4
1070.3156	4.491e4
1070.3223	4.925e4
1070.3290	5.695e4
1070.3356	4.565e4
1070.3423	4.856e4
1070.3490	5.250e4
1070.3558	5.120e4
1070.3625	4.128e4
1070.3691	4.965e4
1070.3759	4.577e4
