5.026	0
5.043	0
5.060	0
5.077	0
5.094	0
5.111	0
5.129	0
5.146	0
5.163	0
5.180	0
5.197	0
5.214	0
5.232	0
5.249	0
5.266	0
5.283	0
5.300	0
5.317	0
5.335	0
5.352	59
5.369	0
5.386	0
5.403	0
5.420	0
5.438	57
5.455	0
5.472	0
5.489	0
5.518	0
5.535	0
5.552	24
5.569	0
5.586	0
5.604	26
5.621	0
5.638	0
5.655	0
5.672	0
5.689	0
5.707	0
5.724	0
5.741	0
5.758	0
5.775	0
5.792	0
5.810	0
5.827	0
5.844	0
5.861	0
5.878	0
5.895	0
5.912	20
5.930	0
5.947	0
5.964	0
5.981	0
6.010	0
6.027	0
6.044	0
6.061	0
6.078	0
6.096	0
6.113	0
6.130	0
6.147	0
6.164	0
6.181	0
6.199	0
6.216	0
6.233	0
6.250	0
6.267	0
6.284	0
6.302	0
6.319	0
6.336	0
6.353	0
6.370	0
6.387	0
6.405	0
6.422	0
6.439	0
6.456	0
6.473	0
6.490	0
6.519	30
6.536	0
6.553	0
6.570	0
6.588	0
6.605	0
6.622	0
6.639	0
6.656	0
6.673	0
6.691	0
6.708	0
6.725	0
6.742	0
6.759	0
6.776	0
6.794	0
6.811	0
6.828	0
6.845	0
6.862	0
6.879	0
6.897	0
6.914	0
6.931	0
6.948	0
6.965	0
6.982	0
7.011	0
7.028	18
7.045	0
7.063	0
7.080	0
7.097	0
7.114	0
7.131	0
7.148	0
7.166	0
7.183	0
7.200	0
7.217	0
7.234	0
7.251	0
7.268	0
7.286	0
7.303	0
7.320	0
7.337	0
7.354	0
7.371	0
7.389	0
7.406	0
7.423	0
7.440	0
7.457	0
7.474	0
7.492	0
7.520	0
7.537	0
7.555	0
7.572	0
7.589	0
7.606	0
7.623	0
7.640	0
7.658	0
7.675	0
7.692	0
7.709	0
7.726	0
7.743	0
7.761	0
7.778	0
7.795	0
7.812	0
7.829	0
7.846	0
7.864	0
7.881	0
7.898	0
7.915	0
7.932	0
7.949	0
7.966	18
7.984	0
8.012	0
8.029	0
8.047	0
8.064	0
8.081	0
8.098	0
8.115	0
8.132	0
8.150	0
8.167	0
8.184	0
8.201	0
8.218	0
8.235	0
8.253	0
8.270	0
8.287	0
8.304	0
8.321	0
8.338	0
8.356	0
8.373	0
8.390	0
8.407	25
8.424	18
8.441	0
8.459	0
8.476	0
8.493	0
8.521	0
8.539	0
8.556	0
8.573	0
8.590	0
8.607	0
8.624	0
8.642	0
8.659	0
8.676	0
8.693	0
8.710	0
8.727	0
8.745	0
8.762	0
8.779	0
8.796	0
8.813	0
8.830	0
8.848	0
8.865	39
8.882	0
8.899	0
8.916	0
8.933	0
8.951	51
8.968	0
8.985	0
9.014	0
9.031	0
9.048	0
9.065	0
9.082	0
9.099	0
9.117	0
9.134	0
9.151	0
9.168	0
9.185	0
9.202	0
9.220	0
9.237	0
9.254	0
9.271	0
9.288	0
9.305	0
9.323	0
9.340	0
9.357	0
9.374	0
9.391	0
9.408	0
9.425	0
9.443	0
9.460	19
9.477	0
9.494	0
9.523	0
9.540	0
9.557	0
9.574	0
9.591	0
9.609	0
9.626	0
9.643	0
9.660	0
9.677	0
9.694	0
9.712	0
9.729	0
9.746	32
9.763	0
9.780	0
9.797	0
9.815	0
9.832	0
9.849	0
9.866	0
9.883	0
9.900	0
9.918	28
9.935	0
9.952	0
9.969	0
9.986	0
10.015	0
10.032	0
10.049	0
10.066	0
10.083	0
10.101	0
10.118	0
10.135	0
10.152	0
10.169	0
10.186	0
10.204	27
10.221	0
10.238	0
10.255	0
10.272	0
10.289	0
10.307	0
10.324	0
10.341	0
10.358	0
10.375	0
10.392	0
10.410	0
10.427	0
10.444	0
10.461	0
10.478	0
10.495	0
10.524	0
10.541	0
10.558	0
10.576	0
10.593	0
10.610	0
10.627	0
10.644	0
10.661	0
10.679	0
10.696	0
10.713	0
10.730	0
10.747	0
10.764	0
10.782	0
10.799	0
10.816	0
10.833	0
10.850	0
10.867	0
10.885	0
10.902	0
10.919	0
10.936	0
10.953	0
10.970	0
10.988	0
11.016	0
11.033	0
11.050	0
11.068	0
11.085	0
11.102	0
11.119	0
11.136	0
11.153	0
11.171	0
11.188	0
11.205	0
11.222	0
11.239	0
11.256	0
11.274	0
11.291	0
11.308	0
11.325	0
11.342	0
11.359	0
11.377	0
11.394	0
11.411	0
11.428	0
11.445	0
11.462	0
11.480	0
11.497	0
11.525	0
11.542	0
11.560	68
11.577	0
11.594	0
11.611	0
11.628	0
11.645	0
11.663	0
11.680	0
11.697	0
11.714	0
11.731	0
11.748	0
11.766	0
11.783	0
11.800	0
11.817	0
11.834	0
11.851	0
11.869	0
11.886	18
11.903	0
11.920	0
11.937	0
11.954	0
11.972	0
11.989	0
12.017	0
12.035	0
12.052	0
12.069	0
12.086	0
12.103	0
12.120	0
12.138	0
12.155	0
12.172	0
12.189	0
12.206	0
12.223	0
12.241	0
12.258	0
12.275	0
12.292	0
12.309	0
12.326	0
12.343	0
12.361	0
12.378	0
12.395	0
